Index,Food_name,Cuisine_id,Calories,Fat,Carbohydrates,Protein,Sodium,Meal_type_id,Veg_non_veg,Expected Price
1444,Kibbeh,Middle Eastern,343,18,30,16,331,Meat based,NV,250
1445,Fried Halloumi,Middle Eastern,316,25,2.2,22,985,Milk based,V,250
1446,Baklava,Middle Eastern,200,10,26,3,97,Dessert,V,150
1447,Poutine,Canadian,250,12,30,10,700,Junk food,NV,250
1448,Tourtiere,Canadian,309,19,20,17,321,Meat based,NV,400
1449,Butter tarts,Canadian,250,14,29,2,70,Dessert,V,150
1450,Bison burger,Canadian,220,9,17,20,350,Junk food,NV,350
1451,BeaverTails,Canadian,370,10,63,6,490,Dessert,V,250
1452,Kraft Dinner,Canadian,230,3,47,7,530,Junk food,V,100
1453,Timbits,Canadian,70,3,11,1,45,Dessert,V,50
1454,Peameal bacon,Canadian,214,13,1,22,758,Meat based,NV,300
1455,Montreal-style smoked meat,Canadian,186,12,3,16,693,Meat based,NV,400
1456,Maple taffy,Canadian,150,0,38,0,5,Dessert,V,100
1457,Split pea soup,Canadian,82,1,15,5,294,Beverage,V,150
1458,Tourtière,Canadian,200,7,16,16,625,Meat based,NV,350
1459,Nanaimo bar,Canadian,235,13,29,2,110,Dessert,V,150
1460,Salmon jerky,Canadian,310,6,35,32,900,Sea food based,NV,400
1461,Wild blueberry pie,Canadian,310,16,40,3,207,Fruits,V,400
1462,Hamburger,American,250,12,30,10,700,Junk food,NV,350
1463,Hot Dog,American,180,15,5,6,600,Junk food,NV,200
1464,Buffalo wings,American,430,24,5,46,1620,Meat based,NV,450
1465,Macaroni and cheese,American,330,13,40,12,780,Junk food,V,250
1466,Clam chowder,American,150,7,14,8,410,Beverage,NV,300
1467,Barbecue ribs,American,520,34,10,40,990,Meat based,NV,500
1468,Fried chicken,American,310,15,16,28,820,Meat based,NV,350
1469,Philly cheesesteak,American,410,23,34,19,1020,Meat based,NV,400
1470,Chicago-style deep dish pizza,American,320,16,32,15,760,Junk food,NV,500
1471,Caesar salad,American,190,17,6,5,430,Salad based,V,200
1472,Pancakes,American,233,10,28,6,470,Dessert,V,150
1473,Donuts,American,452,23,51,5,326,Dessert,V,100
1474,Chili con carne,American,173,6,13,17,620,Meat based,NV,300
1475,Grilled cheese sandwich,American,330,17,27,15,740,Vegetarian based,V,200
1476,Key lime pie,American,330,15,41,6,160,Fruits,V,350
1477,Veg Biryani,Biryani,280,10,30,10,600,Rice based,V,200
1478,Chicken Biryani,Biryani,410,18,35,20,800,Rice based,NV,350
1479,Mutton Biryani,Biryani,480,25,40,22,900,Rice based,NV,400
1480,Prawn Biryani,Biryani,370,16,30,23,800,Rice based,NV,500
1481,Egg Biryani,Biryani,320,13,28,16,700,Rice based,NV,250
1482,Fish Biryani,Biryani,390,19,34,18,820,Rice based,NV,450
1483,Hyderabadi Biryani,Biryani,460,24,40,20,940,Rice based,NV,500
1484,Veg Kofta Biryani,Biryani,320,15,35,10,680,Rice based,V,250
1485,Keema Biryani,Biryani,520,28,42,24,1000,Rice based,NV,450
1486,Paneer Biryani,Biryani,350,12,30,20,700,Rice based,V,300
1487,Soya Chunks Biryani,Biryani,340,14,32,18,750,Rice based,V,250
1488,Mushroom Biryani,Biryani,310,13,30,16,670,Rice based,V,300
1489,Beef Biryani,Biryani,450,22,40,22,900,Rice based,NV,400
1490,Veg Dum Biryani,Biryani,290,12,35,12,670,Rice based,V,200
1491,Andhra Biryani,Biryani,410,20,38,18,820,Rice based,NV,500
1492,Mohinga,Burmese,120,2.5,22,6,300,Sea food based,NV,150
1493,Khao Suey,Burmese,280,20,16,10,450,Milk based,V,250
1494,Ohn No Khao Swè,Burmese,320,22,23,12,550,Milk based,NV,280
1495,Htamane,Burmese,200,8,28,4,400,Rice based,V,100
1496,Laphet Thoke,Burmese,70,2,13,2,150,Salad based,V,150
1497,Kaung Lar Hin,Burmese,400,30,15,20,800,Meat based,NV,350
1498,Kyarzan Chet,Burmese,270,15,25,12,450,Meat based,NV,280
1499,Pork Curry,Burmese,350,25,15,18,600,Meat based,NV,300
1500,Tohu Thoke,Burmese,80,2,15,3,250,Salad based,V,150
1501,Pork Sausage,Burmese,180,15,5,9,300,Meat based,NV,180
1502,Shan Noodles,Burmese,320,15,35,14,650,Wheat based,NV,250
1503,Khao Piek Sen,Burmese,400,20,35,20,700,Wheat based,NV,200
1504,Mandalay Noodle Soup,Burmese,300,10,45,15,600,Wheat based,NV,220
1505,Coconut Rice,Burmese,250,12,30,4,400,Rice based,V,120
1506,Myanmar Curry,Burmese,320,20,25,15,500,Meat based,NV,300
1507,Har Gow,Dim Sum,50,1.5,7,2,100,Sea food based,NV,100
1508,Siu Mai,Dim Sum,60,2,8,3,150,Meat based,NV,120
1509,Xiaolongbao,Dim Sum,80,3.5,10,4,200,Meat based,NV,150
1510,Fengzhua,Dim Sum,40,1.5,6,1,80,Meat based,NV,80
1511,Char Siu Bao,Dim Sum,150,4,25,4,300,Meat based,NV,150
1512,Cheong Fun,Dim Sum,80,2,15,2,150,Rice based,V,100
1513,Zongzi,Dim Sum,180,10,15,8,300,Rice based,NV,180
1514,Changfen,Dim Sum,100,3,20,3,200,Rice based,V,120
1515,Shumai,Dim Sum,60,3,5,3,100,Meat based,NV,120
1516,Lo Mai Gai,Dim Sum,200,8,25,6,350,Meat based,NV,150
1517,Turnip cake,Dim Sum,150,6,20,3,200,Vegetarian based,V,100
1518,Xiāngjūn jiǎo,Dim Sum,90,2.5,12,4,250,Meat based,NV,120
1519,Haam Seui Gok,Dim Sum,200,10,25,8,350,Meat based,NV,150
1520,Wu Gok,Dim Sum,100,4,15,4,200,Vegetarian based,V,80
1521,Pepper dumplings,Dim Sum,50,1,8,2,150,Vegetarian based,V,80
1522,Appam,Kerala,120,1,24,3,250,Rice based,V,20
1523,Puttu,Kerala,150,2,30,5,300,Rice based,V,25
1524,Kerala Parotta,Kerala,250,10,35,6,350,Wheat based,V,30
1525,Kadala Curry,Kerala,150,8,10,5,200,Vegetarian based,V,40
1526,Sambar,Kerala,80,3,12,3,150,Vegetarian based,V,30
1527,Thoran,Kerala,80,4,10,3,200,Vegetarian based,V,30
1528,Malabar Biriyani,Kerala,400,15,50,15,500,Rice based,NV,150
1529,Kerala Fish Curry,Kerala,200,10,15,15,300,Sea food based,NV,120
1530,Kerala Beef Fry,Kerala,300,20,10,25,400,Meat based,NV,180
1531,Kerala Prawn Roast,Kerala,250,15,20,20,300,Sea food based,NV,150
1532,Kappa and Fish Curry,Kerala,350,20,25,20,400,Sea food based,NV,120
1533,Unniyappam,Kerala,150,5,25,2,100,Fruits,V,10
1534,Palada Payasam,Kerala,200,8,25,5,150,Milk based,V,30
1535,Ari Unda,Kerala,100,2,20,2,50,Fruits,V,5
1536,Avial,Kerala,150,8,15,5,200,Vegetarian based,V,40
1537,Grilled Chicken,Charcoal Grill,165,3.6,0,31,77,Meat based,NV,150
1538,Grilled Beef Steak,Charcoal Grill,250,18,0,22,50,Meat based,NV,300
1539,Grilled Fish,Charcoal Grill,120,2,0,26,50,Sea food based,NV,200
1540,Grilled Vegetable Skewers,Charcoal Grill,80,5,8,2,10,Vegetarian based,V,100
1541,Grilled Tofu,Charcoal Grill,140,8,2,15,20,Vegetarian based,V,150
1542,Grilled Pineapple,Charcoal Grill,50,0.4,13,0.5,1,Fruits,V,50
1543,Grilled Corn on the Cob,Charcoal Grill,100,1,22,4,13,Vegetarian based,V,50
1544,Grilled Shrimp Skewers,Charcoal Grill,120,1.8,1,23,87,Sea food based,NV,250
1545,Grilled Lamb Chops,Charcoal Grill,280,23,0,19,60,Meat based,NV,400
1546,Grilled Portobello Mushrooms,Charcoal Grill,25,0.5,5,2,10,Vegetarian based,V,80
1547,Grilled Octopus,Charcoal Grill,160,2,0,34,84,Sea food based,NV,300
1548,Grilled Halloumi Cheese,Charcoal Grill,300,25,2,20,700,Milk based,V,200
1549,Grilled Pork Ribs,Charcoal Grill,400,30,0,30,150,Meat based,NV,350
1550,Grilled Eggplant,Charcoal Grill,50,2,7,1,2,Vegetarian based,V,80
1551,Grilled Sausages,Charcoal Grill,250,20,0,15,900,Meat based,NV,200
1552,Chicken Biryani,Mughlai,315,12,45,12,120,Rice based,NV,250
1553,Mutton Korma,Mughlai,300,23,5,20,150,Meat based,NV,300
1554,Butter Chicken,Mughlai,300,15,9,22,700,Meat based,NV,350
1555,Shahi Paneer,Mughlai,260,19,8,9,500,Milk based,V,200
1556,Chicken Kebab,Mughlai,170,6,0,28,70,Meat based,NV,200
1557,Keema Matar,Mughlai,250,15,6,20,300,Meat based,NV,250
1558,Chana Masala,Mughlai,150,6,18,6,300,Vegetarian based,V,150
1559,Mutton Biryani,Mughlai,340,15,45,15,130,Rice based,NV,300
1560,Malai Kofta,Mughlai,260,18,15,8,400,Vegetarian based,V,200
1561,Tandoori Chicken,Mughlai,230,11,1,29,600,Meat based,NV,250
1562,Dal Makhani,Mughlai,160,8,15,6,250,Vegetarian based,V,150
1563,Rogan Josh,Mughlai,330,24,5,20,800,Meat based,NV,350
1564,Palak Paneer,Mughlai,220,16,7,12,500,Milk based,V,200
1565,Chicken Curry,Mughlai,240,12,6,28,450,Meat based,NV,250
1566,Sheer Khurma,Mughlai,200,10,25,5,150,Milk based,V,150
1567,Nasi Goreng,Indonesian,310,12,38,9,900,Rice based,NV,150
1568,Gado-Gado,Indonesian,150,9,11,5,100,Salad based,V,100
1569,Ayam Goreng,Indonesian,240,16,1,23,290,Meat based,NV,200
1570,Sate Ayam,Indonesian,230,15,3,21,650,Meat based,NV,150
1571,Bakso,Indonesian,230,14,15,14,800,Meat based,NV,100
1572,Rendang,Indonesian,330,23,7,23,800,Meat based,NV,250
1573,Soto Ayam,Indonesian,150,7,6,15,700,Meat based,NV,150
1574,Perkedel,Indonesian,170,7,22,4,450,Vegetarian based,V,50
1575,Tahu Isi,Indonesian,160,10,12,5,300,Vegetarian based,V,50
1576,Mie Goreng,Indonesian,290,12,37,10,1000,Wheat based,NV,150
1577,Lumpia,Indonesian,170,9,18,5,300,Vegetarian based,V,100
1578,Rawon,Indonesian,180,8,16,15,600,Meat based,NV,150
1579,Sate Kambing,Indonesian,270,17,2,23,450,Meat based,NV,200
1580,Sambal Goreng Kentang,Indonesian,170,8,20,3,600,Vegetarian based,V,50
1581,Martabak,Indonesian,400,22,38,15,800,Wheat based,NV,100
1582,Chicken Wings,Bar Food,290,18,1,29,810,Meat based,NV,300
1583,Loaded Nachos,Bar Food,420,23,42,11,1050,Wheat based,V,400
1584,Beer Battered Fish and Chips,Bar Food,450,20,50,20,950,Sea food based,NV,500
1585,Buffalo Cauliflower Bites,Bar Food,200,12,23,3,800,Vegetarian based,V,250
1586,Fried Calamari,Bar Food,350,20,25,18,550,Sea food based,NV,350
1587,Onion Rings,Bar Food,310,15,40,3,830,Vegetarian based,V,200
1588,Cheeseburger Sliders,Bar Food,280,15,19,16,550,Meat based,NV,350
1589,Loaded Tater Tots,Bar Food,350,20,30,7,800,Vegetarian based,V,300
1590,Beef Quesadilla,Bar Food,380,18,28,26,720,Wheat based,NV,450
1591,Soft Pretzel with Beer Cheese,Bar Food,310,15,30,10,680,Wheat based,V,200
1592,Grilled Cheese Sandwich,Bar Food,330,16,33,15,810,Wheat based,V,250
1593,Spinach and Artichoke Dip,Bar Food,290,17,16,13,660,Vegetarian based,V,300
1594,Potato Skins,Bar Food,320,16,29,15,750,Vegetarian based,V,350
1595,Bruschetta,Bar Food,200,9,24,5,350,Wheat based,V,200
1596,Pulled Pork Sliders,Bar Food,330,15,28,19,570,Meat based,NV,400
1597,Buffalo Wings,American,430,27,6,41,1540,Meat based,NV,450
1598,Burger and Fries,American,700,39,57,31,980,Meat based,NV,500
1599,Mac and Cheese,American,310,15,31,13,660,Wheat based,V,350
1600,Club Sandwich,American,690,40,47,33,1650,Wheat based,NV,450
1601,Chicken Tenders,American,280,17,14,17,780,Meat based,NV,300
1602,Grilled Cheese Sandwich,American,330,16,33,15,810,Wheat based,V,250
1603,Caesar Salad,American,220,19,7,6,320,Salad based,V,350
1604,French Fries,American,312,15,41,3,414,Vegetarian based,V,150
1605,Chili Dog,American,320,20,19,14,840,Meat based,NV,300
1606,Baked Potato,American,170,0.2,38,4,20,Vegetarian based,V,150
1607,Shrimp and Grits,American,400,22,27,22,880,Sea food based,NV,450
1608,Reuben Sandwich,American,900,51,48,51,2460,Wheat based,NV,600
1609,Philly Cheesesteak,American,530,30,40,29,1200,Meat based,NV,500
1610,Corn on the Cob,American,86,1.2,19,3,20,Vegetarian based,V,100
1611,Hot Dog,American,150,13,1,6,310,Meat based,NV,150
1612,Rib Eye Steak,Steak,300,24,0,21,70,Meat based,NV,700
1613,Filet Mignon,Steak,290,20,0,26,55,Meat based,NV,800
1614,T-Bone Steak,Steak,290,23,0,21,70,Meat based,NV,850
1615,New York Strip,Steak,320,23,0,27,55,Meat based,NV,750
1616,Porterhouse Steak,Steak,350,27,0,25,65,Meat based,NV,900
1617,Prime Rib,Steak,450,38,0,27,170,Meat based,NV,1000
1618,Sirloin Steak,Steak,260,16,0,28,70,Meat based,NV,650
1619,Skirt Steak,Steak,290,23,0,20,65,Meat based,NV,700
1620,Flank Steak,Steak,250,17,0,23,75,Meat based,NV,650
1621,Hanger Steak,Steak,250,14,0,27,55,Meat based,NV,700
1622,Filet of Sirloin,Steak,230,10,0,34,85,Meat based,NV,750
1623,Chopped Steak,Steak,220,12,0,27,70,Meat based,NV,500
1624,Beef Stroganoff,Steak,250,14,6,19,50,Meat based,NV,550
1625,Beef Kabobs,Steak,230,13,2,27,60,Meat based,NV,650
1626,Beef Fajitas,Steak,220,8,9,29,35,Meat based,NV,600
1627,Pad Thai,Asian,330,12,50,10,600,Rice based,NV,250
1628,Pho,Asian,300,5,54,20,800,Rice based,NV,300
1629,Beef and Broccoli Stir-Fry,Asian,180,9,14,12,600,Wheat based,NV,350
1630,General Tso's Chicken,Asian,350,18,32,20,1000,Wheat based,NV,400
1631,Sushi Roll,Asian,250,8,38,6,300,Sea food based,NV,500
1632,Dim Sum,Asian,200,8,25,6,300,Wheat based,NV,200
1633,Kimchi Fried Rice,Asian,300,10,38,10,800,Rice based,V,200
1634,Miso Soup,Asian,40,2,3,3,800,Milk based,V,80
1635,Green Curry,Asian,200,12,10,10,700,Rice based,V,300
1636,Tandoori Chicken,Asian,240,9,1,36,330,Meat based,NV,450
1637,Bibimbap,Asian,400,12,60,15,800,Rice based,NV,350
1638,Beef Satay,Asian,200,12,2,20,300,Meat based,NV,350
1639,Vietnamese Spring Rolls,Asian,200,8,25,10,600,Salad based,V,200
1640,Chicken Tikka Masala,Asian,280,15,7,28,600,Rice based,NV,400
1641,Shrimp Pad See Ew,Asian,400,20,45,18,1500,Rice based,NV,350
1642,Truffle Burger,Gourmet Fast Food,600,30,40,25,800,Wheat based,NV,450
1643,Lobster Roll,Gourmet Fast Food,500,25,40,20,900,Wheat based,NV,800
1644,Falafel Wrap,Gourmet Fast Food,350,10,40,15,500,Wheat based,V,200
1645,Mac and Cheese,Gourmet Fast Food,500,25,40,20,700,Wheat based,V,300
1646,Pulled Pork Sandwich,Gourmet Fast Food,600,30,40,25,900,Wheat based,NV,350
1647,Chicken Wings,Gourmet Fast Food,400,20,20,30,900,Junk food,NV,300
1648,Fish and Chips,Gourmet Fast Food,600,30,60,20,1200,Wheat based,NV,400
1649,Grilled Cheese Sandwich,Gourmet Fast Food,400,20,30,15,600,Wheat based,V,250
1650,Buffalo Chicken Wrap,Gourmet Fast Food,450,20,40,25,800,Wheat based,NV,350
1651,Loaded Fries,Gourmet Fast Food,600,30,50,20,1000,Junk food,V,250
1652,Chili Cheese Dog,Gourmet Fast Food,500,25,30,20,900,Wheat based,NV,300
1653,Gourmet Pizza,Gourmet Fast Food,400,20,30,15,700,Wheat based,V,500
1654,Shrimp Po' Boy,Gourmet Fast Food,550,25,40,20,1000,Wheat based,NV,450
1655,Vegan Burger,Gourmet Fast Food,400,15,40,20,800,Wheat based,V,350
1656,Churro Sundae,Gourmet Fast Food,500,20,70,10,200,Milk based,V,150
1657,Enchiladas,Tex-Mex,350,20,20,15,800,Wheat based,V,200
1658,Quesadilla,Tex-Mex,400,25,30,20,900,Wheat based,V,250
1659,Fajitas,Tex-Mex,450,30,25,25,1000,Wheat based,NV,350
1660,Taco Salad,Tex-Mex,400,20,30,15,600,Salad based,V,300
1661,Burrito,Tex-Mex,500,25,40,20,900,Wheat based,NV,350
1662,Tostadas,Tex-Mex,300,15,20,15,500,Wheat based,V,150
1663,Chili Con Carne,Tex-Mex,400,25,20,20,700,Meat based,NV,300
1664,Tex-Mex Burger,Tex-Mex,600,35,40,25,1000,Wheat based,NV,450
1665,Nachos,Tex-Mex,500,30,40,20,900,Wheat based,V,300
1666,Chimichanga,Tex-Mex,550,30,45,25,1000,Wheat based,NV,400
1667,Tex-Mex Rice,Tex-Mex,250,5,50,5,300,Rice based,V,150
1668,Tex-Mex Potatoes,Tex-Mex,300,10,40,10,400,Salad based,V,200
1669,Tex-Mex Soup,Tex-Mex,200,10,10,15,500,Meat based,NV,250
1670,Guacamole,Tex-Mex,200,20,10,5,300,Salad based,V,150
1671,Texas Chili Fries,Tex-Mex,600,35,50,20,1100,Junk food,NV,400
1672,Chocolate Cake,Desserts,350,20,40,4,150,Milk based,V,250
1673,Apple Pie,Desserts,300,15,35,2,100,Wheat based,V,200
1674,Tiramisu,Desserts,250,12,30,4,120,Milk based,V,300
1675,Churros,Desserts,400,20,50,5,300,Wheat based,V,150
1676,Ice Cream,Desserts,200,10,20,2,50,Milk based,V,100
1677,Cheesecake,Desserts,450,25,30,5,250,Milk based,V,300
1678,Brownie,Desserts,350,18,40,4,100,Wheat based,V,200
1679,Cupcake,Desserts,200,10,25,2,50,Wheat based,V,100
1680,Bread Pudding,Desserts,300,12,40,4,150,Wheat based,V,150
1681,Molten Lava Cake,Desserts,400,22,30,4,200,Wheat based,V,300
1682,Pecan Pie,Desserts,400,20,45,5,100,Wheat based,V,250
1683,Macarons,Desserts,350,20,35,5,100,Wheat based,V,350
1684,Fruit Tart,Desserts,250,12,30,4,100,Wheat based,V,200
1685,Chocolate Mousse,Desserts,300,15,20,4,50,Milk based,V,250
1686,Donuts,Desserts,350,18,40,3,200,Wheat based,V,100
1687,Lamb Rack,Modern Australian,280,15,0,31,60,Meat based,NV,600
1688,Barramundi,Modern Australian,200,5,0,30,60,Sea food based,NV,500
1689,Chicken Parmigiana,Modern Australian,350,20,25,25,700,Meat based,NV,400
1690,Burger,Modern Australian,400,22,30,20,500,Wheat based,NV,350
1691,Corn Fritters,Modern Australian,300,10,35,8,350,Wheat based,V,250
1692,Beef Steak,Modern Australian,350,18,0,36,70,Meat based,NV,700
1693,Grilled Prawns,Modern Australian,150,2,1,30,200,Sea food based,NV,450
1694,Smashed Avocado Toast,Modern Australian,250,10,25,8,300,Wheat based,V,200
1695,Pork Belly,Modern Australian,450,30,0,20,100,Meat based,NV,600
1696,Seafood Platter,Modern Australian,300,12,2,40,500,Sea food based,NV,1000
1697,Salt and Pepper Calamari,Modern Australian,200,8,15,15,400,Sea food based,NV,300
1698,Meat Pie,Modern Australian,350,18,25,20,400,Wheat based,NV,150
1699,Roast Chicken,Modern Australian,250,10,0,32,70,Meat based,NV,400
1700,Fish and Chips,Modern Australian,450,20,45,15,500,Sea food based,NV,300
1701,Chicken Caesar Salad,Modern Australian,200,10,15,20,300,Salad based,NV,350
1702,Dal Baati Churma,Rajasthani,350,10,50,10,400,Wheat based,V,200
1703,Gatte ki Sabzi,Rajasthani,250,12,20,10,300,Wheat based,V,150
1704,Ker Sangri,Rajasthani,200,5,15,5,250,Salad based,V,150
1705,Laal Maas,Rajasthani,400,20,15,25,500,Meat based,NV,400
1706,Mirchi Bada,Rajasthani,250,10,20,10,350,Wheat based,V,100
1707,Kachori,Rajasthani,300,15,20,10,350,Wheat based,V,100
1708,Bajre ki Roti,Rajasthani,200,5,25,5,200,Wheat based,V,50
1709,Churma Ladoo,Rajasthani,200,10,20,5,100,Milk based,V,100
1710,Kadhi,Rajasthani,150,5,15,10,300,Milk based,V,150
1711,Pyaaz Kachori,Rajasthani,300,15,20,10,350,Wheat based,V,100
1712,Dahi Bhalla,Rajasthani,200,5,20,10,250,Milk based,V,100
1713,Aloo Pyaaz ki Sabzi,Rajasthani,200,8,20,5,250,Wheat based,V,150
1714,Ghevar,Rajasthani,300,15,30,5,250,Milk based,V,200
1715,Moong Dal Halwa,Rajasthani,350,15,30,5,250,Milk based,V,200
1716,Mirchi ke Tipore,Rajasthani,200,10,15,5,250,Salad based,V,100
1717,Lamington,Australian,350,15,50,5,250,Dessert,V,150
1718,Anzac Biscuits,Australian,200,10,25,3,150,Dessert,V,100
1719,Meat Pie,Australian,400,20,30,25,500,Meat based,NV,250
1720,Sausage Roll,Australian,350,15,25,15,400,Meat based,NV,200
1721,Fish and Chips,Australian,400,15,50,20,600,Sea food based,NV,300
1722,Grilled Kangaroo,Australian,200,5,0,40,100,Meat based,NV,400
1723,Chicken Parmigiana,Australian,450,25,20,35,800,Meat based,NV,350
1724,Pavlova,Australian,300,5,50,5,100,Dessert,V,200
1725,Chiko Roll,Australian,300,15,30,10,350,Meat based,NV,150
1726,Barramundi,Australian,250,10,0,30,200,Sea food based,NV,400
1727,Bangers and Mash,Australian,400,20,25,20,500,Meat based,NV,250
1728,Lamb Roast,Australian,300,15,0,30,200,Meat based,NV,500
1729,Chicken Burger,Australian,350,20,30,15,500,Junk food,NV,200
1730,Prawn Cocktail,Australian,200,10,10,15,250,Sea food based,NV,300
1731,Pork Ribs,Australian,450,25,20,35,800,Meat based,NV,350
1732,Kabob Koobideh,Persian,400,25,10,35,800,Meat based,NV,350
1733,Tahchin,Persian,300,10,40,10,200,Rice based,V,300
1734,Ghormeh Sabzi,Persian,250,10,15,25,400,Salad based,V,400
1735,Fesenjoon,Persian,350,15,20,30,300,Rice based,V,500
1736,Kashk e Bademjan,Persian,200,10,15,10,150,Salad based,V,200
1737,Dolmeh Barg-e Mo,Persian,150,5,20,5,100,Salad based,V,150
1738,Mast o Khiar,Persian,100,5,10,3,150,Salad based,V,100
1739,Sabzi Khordan,Persian,50,2,5,2,50,Salad based,V,50
1740,Joojeh Kabab,Persian,300,10,15,30,600,Meat based,NV,300
1741,Gheymeh Bademjan,Persian,300,15,20,20,350,Salad based,V,400
1742,Adas Polo,Persian,250,10,25,10,200,Rice based,V,250
1743,Tahdig,Persian,200,5,30,5,150,Rice based,V,200
1744,Shirin Polow,Persian,300,10,50,5,150,Rice based,V,300
1745,Khoresh Gheymeh,Persian,350,15,20,30,400,Salad based,V,350
1746,Baghali Polo,Persian,250,5,50,10,200,Rice based,V,250
1747,Caesar Salad,Salad,184,15,7.3,6.8,531,Salad based,V,250
1748,Greek Salad,Salad,81,6,4.2,2.7,120,Salad based,V,150
1749,Nicoise Salad,Salad,144,10,6.4,6.7,438,Salad based,V,200
1750,Caprese Salad,Salad,137,10,2.2,9,161,Salad based,V,180
1751,Tuna Salad,Salad,148,6,3.3,22,405,Salad based,NV,220
1752,Cobb Salad,Salad,241,19,5.1,13,754,Salad based,NV,350
1753,Chicken Salad,Salad,154,8,1.6,19,473,Salad based,NV,250
1754,Couscous Salad,Salad,112,1,23,4.2,9,Salad based,V,200
1755,Tabbouleh Salad,Salad,132,3,20,4.7,38,Salad based,V,200
1756,Spinach Salad,Salad,23,0.4,3.6,2.9,79,Salad based,V,100
1757,Caprese Skewers,Salad,117,7.8,2.1,9.2,251,Salad based,V,150
1758,Waldorf Salad,Salad,155,9.9,10,6.1,66,Salad based,V,200
1759,Corn Salad,Salad,86,4.4,9.9,2.4,178,Salad based,V,150
1760,Bean Salad,Salad,120,3,16,6,102,Salad based,V,180
1761,Panzanella Salad,Salad,106,3.3,16,3.9,205,Salad based,V,180
1762,Fried chicken,Southern,274,15.3,10.7,22.1,665,Meat based,NV,250
1763,Shrimp and grits,Southern,137,5.6,12.7,8.6,335,Sea food based,NV,350
1764,Cornbread,Southern,198,7.6,28.8,3.6,498,Wheat based,V,60
1765,Collard greens,Southern,35,0.4,7.2,2,389,Salad based,V,100
1766,Buttermilk biscuits,Southern,260,15,25,5,532,Wheat based,V,80
1767,Pulled pork,Southern,271,17,1.1,26,670,Meat based,NV,300
1768,Mac and cheese,Southern,371,17.9,38.8,14.1,529,Wheat based,V,150
1769,Hush puppies,Southern,240,12,31,4,498,Wheat based,V,80
1770,Red beans and rice,Southern,97,1,20,5,305,Rice based,V,200
1771,Catfish,Southern,105,3.3,8,12.4,258,Sea food based,NV,350
1772,Bourbon glazed salmon,Southern,155,5,6,19,300,Sea food based,NV,500
1773,Pecan pie,Southern,503,27,65,5,246,Wheat based,V,200
1774,Fried green tomatoes,Southern,210,14,20,2,296,Wheat based,V,150
1775,Black eyed peas,Southern,106,0.4,20.2,6.7,227,Vegetarian based,V,100
1776,Biscuits and gravy,Southern,360,22,30,9,830,Wheat based,NV,120
1777,Taco salad,Southwestern,267,12.5,23.5,17.1,617,Salad based,NV,200
1778,Chimichanga,Southwestern,450,21,38,27,1300,Meat based,NV,350
1779,Enchiladas,Southwestern,225,12,16,13,680,Meat based,NV,250
1780,Guacamole,Southwestern,160,15,8,2,400,Vegetarian based,V,150
1781,Fajitas,Southwestern,247,7,9,34,765,Meat based,NV,400
1782,Tamales,Southwestern,240,10,30,5,320,Meat based,NV,300
1783,Green chile stew,Southwestern,130,4.2,11.3,10,420,Vegetarian based,V,150
1784,Queso dip,Southwestern,327,26.1,7.8,16.1,787,Milk based,V,200
1785,Salsa,Southwestern,36,0.2,8.7,1,360,Vegetarian based,V,80
1786,Tortilla soup,Southwestern,68,2,10,2,430,Meat based,NV,150
1787,Chiles rellenos,Southwestern,156,10,13,7,360,Vegetarian based,V,250
1788,Carnitas,Southwestern,186,11,0,22,710,Meat based,NV,350
1789,Pico de gallo,Southwestern,36,0.2,8.7,1,360,Vegetarian based,V,100
1790,Chalupas,Southwestern,264,11,28,15,586,Meat based,NV,300
1791,Taco,Southwestern,215,12,17,12,680,Meat based,NV,80
1792,Bombil fry,Malwani,227,10,4,29,417,Sea food based,NV,300
1793,Solkadhi,Malwani,100,8,4,1,60,Beverage,V,50
1794,Fish thali,Malwani,557,29,30,44,1873,Rice based,NV,500
1795,Prawn curry,Malwani,210,10,5,25,820,Sea food based,NV,350
1796,Kombdi vade,Malwani,360,18,38,14,984,Wheat based,NV,300
1797,Tisrya masala,Malwani,215,12,7,20,487,Sea food based,NV,300
1798,Mori masala,Malwani,228,11,8,24,689,Sea food based,NV,350
1799,Khekda bhaji,Malwani,325,19,6,30,644,Sea food based,NV,400
1800,Bangda fry,Malwani,206,11,4,22,343,Sea food based,NV,250
1801,Kolambi Bhaat,Malwani,390,16,37,22,1430,Rice based,NV,350
1802,Fish fry,Malwani,222,12,8,20,369,Sea food based,NV,250
1803,Prawns Koliwada,Malwani,275,12,21,24,1200,Sea food based,NV,350
1804,Kombdi masala,Malwani,286,15,9,28,612,Meat based,NV,300
1805,Mori aambat,Malwani,173,8,7,20,455,Sea food based,NV,300
1806,Sol kadi,Malwani,65,4,4,1,60,Beverage,V,50
1807,Poke bowl,Hawaiian,110,1.5,20,8,200,Salad based,Non-Veg,10
1808,Lomi salmon,Hawaiian,150,8,8,10,250,Sea food based,Non-Veg,8
1809,Kalua pork,Hawaiian,320,18,0,38,700,Meat based,Non-Veg,15
1810,Haupia,Hawaiian,180,5,30,1,60,Milk based,Vegetarian based,5
1811,Spam musubi,Hawaiian,170,8,20,7,600,Rice based,Non-Veg,4
1812,Malasadas,Hawaiian,350,16,46,6,180,Wheat based,Vegetarian based,8
1813,Ahi poke,Hawaiian,150,1.5,5,30,200,Sea food based,Non-Veg,12
